,index,building,time,device_count,day_name,month,day,year,timestamp,traffic_diff,index_hour
0,285,UREC,00:00:21,1,Sunday,9,19,2021,2021-09-19 00:00:21,0.0,0
1,41125,UREC,01:00:38,289,Sunday,9,19,2021,2021-09-19 01:00:38,288.0,1
2,96228,UREC,02:00:05,493,Sunday,9,19,2021,2021-09-19 02:00:05,204.0,2
3,150857,UREC,03:00:01,583,Sunday,9,19,2021,2021-09-19 03:00:01,90.0,3
4,201128,UREC,04:00:01,650,Sunday,9,19,2021,2021-09-19 04:00:01,67.0,4
5,242813,UREC,05:00:08,691,Sunday,9,19,2021,2021-09-19 05:00:08,41.0,5
6,281797,UREC,06:00:19,775,Sunday,9,19,2021,2021-09-19 06:00:19,84.0,6
7,355158,UREC,07:02:03,1119,Sunday,9,19,2021,2021-09-19 07:02:03,344.0,7
8,386868,UREC,08:00:03,1172,Sunday,9,19,2021,2021-09-19 08:00:03,53.0,8
9,427149,UREC,09:00:40,1428,Sunday,9,19,2021,2021-09-19 09:00:40,256.0,9
10,472031,UREC,10:00:00,1563,Sunday,9,19,2021,2021-09-19 10:00:00,135.0,10
11,541752,UREC,11:00:01,2176,Sunday,9,19,2021,2021-09-19 11:00:01,613.0,11
12,659869,UREC,12:00:01,4740,Sunday,9,19,2021,2021-09-19 12:00:01,2564.0,12
13,794057,UREC,13:00:00,8114,Sunday,9,19,2021,2021-09-19 13:00:00,3374.0,13
14,939980,UREC,14:00:00,11737,Sunday,9,19,2021,2021-09-19 14:00:00,3623.0,14
15,1077066,UREC,15:00:00,15735,Sunday,9,19,2021,2021-09-19 15:00:00,3998.0,15
16,1220748,UREC,16:00:01,19271,Sunday,9,19,2021,2021-09-19 16:00:01,3536.0,16
17,1370667,UREC,17:00:00,24448,Sunday,9,19,2021,2021-09-19 17:00:00,5177.0,17
18,1550366,UREC,18:00:00,30095,Sunday,9,19,2021,2021-09-19 18:00:00,5647.0,18
19,1788500,UREC,19:00:00,36070,Sunday,9,19,2021,2021-09-19 19:00:00,5975.0,19
20,2029427,UREC,20:00:00,41700,Sunday,9,19,2021,2021-09-19 20:00:00,5630.0,20
21,2190726,UREC,21:00:01,46790,Sunday,9,19,2021,2021-09-19 21:00:01,5090.0,21
22,2304574,UREC,22:00:01,51811,Sunday,9,19,2021,2021-09-19 22:00:01,5021.0,22
23,2392774,UREC,23:00:01,55058,Sunday,9,19,2021,2021-09-19 23:00:01,3247.0,23
0,25,Stu,00:00:01,1,Sunday,9,19,2021,2021-09-19 00:00:01,0.0,0
1,40538,Stu,01:00:00,1178,Sunday,9,19,2021,2021-09-19 01:00:00,1177.0,1
2,96181,Stu,02:00:00,2082,Sunday,9,19,2021,2021-09-19 02:00:00,904.0,2
3,150850,Stu,03:00:00,2782,Sunday,9,19,2021,2021-09-19 03:00:00,700.0,3
4,201657,Stu,04:00:40,3028,Sunday,9,19,2021,2021-09-19 04:00:40,246.0,4
5,243016,Stu,05:00:22,3307,Sunday,9,19,2021,2021-09-19 05:00:22,279.0,5
6,282074,Stu,06:00:42,3454,Sunday,9,19,2021,2021-09-19 06:00:42,147.0,6
7,353805,Stu,07:00:06,3937,Sunday,9,19,2021,2021-09-19 07:00:06,483.0,7
8,387132,Stu,08:00:32,4068,Sunday,9,19,2021,2021-09-19 08:00:32,131.0,8
9,426522,Stu,09:00:00,4641,Sunday,9,19,2021,2021-09-19 09:00:00,573.0,9
10,472099,Stu,10:00:03,5283,Sunday,9,19,2021,2021-09-19 10:00:03,642.0,10
11,541859,Stu,11:00:05,6624,Sunday,9,19,2021,2021-09-19 11:00:05,1341.0,11
12,659822,Stu,12:00:00,8807,Sunday,9,19,2021,2021-09-19 12:00:00,2183.0,12
13,794043,Stu,13:00:00,11562,Sunday,9,19,2021,2021-09-19 13:00:00,2755.0,13
14,939992,Stu,14:00:00,14394,Sunday,9,19,2021,2021-09-19 14:00:00,2832.0,14
15,1077049,Stu,15:00:00,17100,Sunday,9,19,2021,2021-09-19 15:00:00,2706.0,15
16,1220705,Stu,16:00:00,21435,Sunday,9,19,2021,2021-09-19 16:00:00,4335.0,16
17,1370684,Stu,17:00:00,26083,Sunday,9,19,2021,2021-09-19 17:00:00,4648.0,17
18,1550332,Stu,18:00:00,30791,Sunday,9,19,2021,2021-09-19 18:00:00,4708.0,18
19,1788533,Stu,19:00:00,36497,Sunday,9,19,2021,2021-09-19 19:00:00,5706.0,19
20,2029464,Stu,20:00:00,42084,Sunday,9,19,2021,2021-09-19 20:00:00,5587.0,20
21,2190670,Stu,21:00:00,46258,Sunday,9,19,2021,2021-09-19 21:00:00,4174.0,21
22,2304519,Stu,22:00:00,49407,Sunday,9,19,2021,2021-09-19 22:00:00,3149.0,22
23,2392833,Stu,23:00:03,51352,Sunday,9,19,2021,2021-09-19 23:00:03,1945.0,23
0,0,Atki,00:00:00,0,Sunday,9,19,2021,2021-09-19 00:00:00,0.0,0
1,96168,Atki,01:00:00,201,Sunday,9,19,2021,2021-09-19 01:00:00,201.0,1
2,96163,Atki,02:00:00,201,Sunday,9,19,2021,2021-09-19 02:00:00,0.0,2
3,150848,Atki,03:00:00,240,Sunday,9,19,2021,2021-09-19 03:00:00,39.0,3
4,242750,Atki,04:00:00,268,Sunday,9,19,2021,2021-09-19 04:00:00,28.0,4
5,242755,Atki,05:00:01,268,Sunday,9,19,2021,2021-09-19 05:00:01,0.0,5
