,index,building,time,device_count,day_name,month,day,year,timestamp,traffic_diff,index_hour
0,122,UREC,00:00:05,1,Friday,9,3,2021,2021-09-03 00:00:05,0.0,0
1,44312,UREC,01:00:05,287,Friday,9,3,2021,2021-09-03 01:00:05,286.0,1
2,74615,UREC,02:00:17,520,Friday,9,3,2021,2021-09-03 02:00:17,233.0,2
3,98521,UREC,03:00:13,678,Friday,9,3,2021,2021-09-03 03:00:13,158.0,3
4,113797,UREC,04:00:01,762,Friday,9,3,2021,2021-09-03 04:00:01,84.0,4
5,127016,UREC,05:00:01,876,Friday,9,3,2021,2021-09-03 05:00:01,114.0,5
6,162215,UREC,06:00:01,1365,Friday,9,3,2021,2021-09-03 06:00:01,489.0,6
7,237852,UREC,07:00:01,2909,Friday,9,3,2021,2021-09-03 07:00:01,1544.0,7
8,481134,UREC,08:00:00,6964,Friday,9,3,2021,2021-09-03 08:00:00,4055.0,8
9,895582,UREC,09:00:00,11992,Friday,9,3,2021,2021-09-03 09:00:00,5028.0,9
10,1463859,UREC,10:00:00,18469,Friday,9,3,2021,2021-09-03 10:00:00,6477.0,10
11,2113830,UREC,11:00:00,26297,Friday,9,3,2021,2021-09-03 11:00:00,7828.0,11
12,2872739,UREC,12:00:00,35235,Friday,9,3,2021,2021-09-03 12:00:00,8938.0,12
13,3788909,UREC,13:00:00,46522,Friday,9,3,2021,2021-09-03 13:00:00,11287.0,13
14,4570231,UREC,14:00:00,57821,Friday,9,3,2021,2021-09-03 14:00:00,11299.0,14
15,5152546,UREC,15:00:00,67363,Friday,9,3,2021,2021-09-03 15:00:00,9542.0,15
16,5525133,UREC,16:00:00,75031,Friday,9,3,2021,2021-09-03 16:00:00,7668.0,16
17,5870503,UREC,17:00:00,81508,Friday,9,3,2021,2021-09-03 17:00:00,6477.0,17
18,6281225,UREC,18:00:00,87391,Friday,9,3,2021,2021-09-03 18:00:00,5883.0,18
19,6752069,UREC,19:00:00,94524,Friday,9,3,2021,2021-09-03 19:00:00,7133.0,19
20,7022458,UREC,20:00:00,97978,Friday,9,3,2021,2021-09-03 20:00:00,3454.0,20
21,7203285,UREC,21:00:01,100961,Friday,9,3,2021,2021-09-03 21:00:01,2983.0,21
22,7366703,UREC,22:00:00,104025,Friday,9,3,2021,2021-09-03 22:00:00,3064.0,22
23,7602591,UREC,23:00:00,108211,Friday,9,3,2021,2021-09-03 23:00:00,4186.0,23
0,11,Stu,00:00:00,1,Friday,9,3,2021,2021-09-03 00:00:00,0.0,0
1,44258,Stu,01:00:00,1328,Friday,9,3,2021,2021-09-03 01:00:00,1327.0,1
2,74480,Stu,02:00:02,1984,Friday,9,3,2021,2021-09-03 02:00:02,656.0,2
3,98588,Stu,03:00:32,2350,Friday,9,3,2021,2021-09-03 03:00:32,366.0,3
4,113816,Stu,04:00:05,2499,Friday,9,3,2021,2021-09-03 04:00:05,149.0,4
5,127156,Stu,05:00:32,2550,Friday,9,3,2021,2021-09-03 05:00:32,51.0,5
6,162180,Stu,06:00:00,3951,Friday,9,3,2021,2021-09-03 06:00:00,1401.0,6
7,237880,Stu,07:00:02,6614,Friday,9,3,2021,2021-09-03 07:00:02,2663.0,7
8,481141,Stu,08:00:00,12875,Friday,9,3,2021,2021-09-03 08:00:00,6261.0,8
9,895610,Stu,09:00:00,21724,Friday,9,3,2021,2021-09-03 09:00:00,8849.0,9
10,1464001,Stu,10:00:00,34020,Friday,9,3,2021,2021-09-03 10:00:00,12296.0,10
11,2113802,Stu,11:00:00,48988,Friday,9,3,2021,2021-09-03 11:00:00,14968.0,11
12,2872666,Stu,12:00:00,66097,Friday,9,3,2021,2021-09-03 12:00:00,17109.0,12
13,3788791,Stu,13:00:00,87871,Friday,9,3,2021,2021-09-03 13:00:00,21774.0,13
14,4570210,Stu,14:00:00,106692,Friday,9,3,2021,2021-09-03 14:00:00,18821.0,14
15,5152514,Stu,15:00:00,123040,Friday,9,3,2021,2021-09-03 15:00:00,16348.0,15
16,5525089,Stu,16:00:00,133156,Friday,9,3,2021,2021-09-03 16:00:00,10116.0,16
17,5870514,Stu,17:00:00,142758,Friday,9,3,2021,2021-09-03 17:00:00,9602.0,17
18,6281224,Stu,18:00:00,152315,Friday,9,3,2021,2021-09-03 18:00:00,9557.0,18
19,6751982,Stu,19:00:00,161408,Friday,9,3,2021,2021-09-03 19:00:00,9093.0,19
20,7022459,Stu,20:00:00,165775,Friday,9,3,2021,2021-09-03 20:00:00,4367.0,20
21,7203195,Stu,21:00:00,168331,Friday,9,3,2021,2021-09-03 21:00:00,2556.0,21
22,7366776,Stu,22:00:02,171043,Friday,9,3,2021,2021-09-03 22:00:02,2712.0,22
23,7602589,Stu,23:00:00,175581,Friday,9,3,2021,2021-09-03 23:00:00,4538.0,23
0,0,Atki,00:00:00,0,Friday,9,3,2021,2021-09-03 00:00:00,0.0,0
1,44254,Atki,01:00:00,180,Friday,9,3,2021,2021-09-03 01:00:00,180.0,1
2,74467,Atki,02:00:00,291,Friday,9,3,2021,2021-09-03 02:00:00,111.0,2
3,98421,Atki,03:00:01,388,Friday,9,3,2021,2021-09-03 03:00:01,97.0,3
4,113789,Atki,04:00:00,406,Friday,9,3,2021,2021-09-03 04:00:00,18.0,4
5,127011,Atki,05:00:01,407,Friday,9,3,2021,2021-09-03 05:00:01,1.0,5
6,162194,Atki,06:00:00,521,Friday,9,3,2021,2021-09-03 06:00:00,114.0,6
7,237797,Atki,07:00:00,978,Friday,9,3,2021,2021-09-03 07:00:00,457.0,7
8,481109,Atki,08:00:00,2229,Friday,9,3,2021,2021-09-03 08:00:00,1251.0,8
9,895546,Atki,09:00:00,5057,Friday,9,3,2021,2021-09-03 09:00:00,2828.0,9
10,1463946,Atki,10:00:00,9764,Friday,9,3,2021,2021-09-03 10:00:00,4707.0,10
11,2114006,Atki,11:00:00,15406,Friday,9,3,2021,2021-09-03 11:00:00,5642.0,11
12,2872558,Atki,12:00:00,22199,Friday,9,3,2021,2021-09-03 12:00:00,6793.0,12
13,3788925,Atki,13:00:00,30074,Friday,9,3,2021,2021-09-03 13:00:00,7875.0,13
14,4570150,Atki,14:00:00,36031,Friday,9,3,2021,2021-09-03 14:00:00,5957.0,14
15,5152518,Atki,15:00:00,39863,Friday,9,3,2021,2021-09-03 15:00:00,3832.0,15
16,5525200,Atki,16:00:00,42061,Friday,9,3,2021,2021-09-03 16:00:00,2198.0,16
17,5870424,Atki,17:00:00,43980,Friday,9,3,2021,2021-09-03 17:00:00,1919.0,17
18,6281218,Atki,18:00:00,45756,Friday,9,3,2021,2021-09-03 18:00:00,1776.0,18
19,6752016,Atki,19:00:00,47446,Friday,9,3,2021,2021-09-03 19:00:00,1690.0,19
20,7022461,Atki,20:00:00,48337,Friday,9,3,2021,2021-09-03 20:00:00,891.0,20
21,7203202,Atki,21:00:00,48869,Friday,9,3,2021,2021-09-03 21:00:00,532.0,21
22,7366692,Atki,22:00:00,49284,Friday,9,3,2021,2021-09-03 22:00:00,415.0,22
23,7602599,Atki,23:00:00,49935,Friday,9,3,2021,2021-09-03 23:00:00,651.0,23
0,33,Wood,00:00:00,1,Friday,9,3,2021,2021-09-03 00:00:00,0.0,0
1,44293,Wood,01:00:02,376,Friday,9,3,2021,2021-09-03 01:00:02,375.0,1
2,74518,Wood,02:00:05,664,Friday,9,3,2021,2021-09-03 02:00:05,288.0,2
3,98474,Wood,03:00:08,908,Friday,9,3,2021,2021-09-03 03:00:08,244.0,3
4,114026,Wood,04:01:10,1083,Friday,9,3,2021,2021-09-03 04:01:10,175.0,4
5,127009,Wood,05:00:01,1211,Friday,9,3,2021,2021-09-03 05:00:01,128.0,5
6,162195,Wood,06:00:00,1675,Friday,9,3,2021,2021-09-03 06:00:00,464.0,6
7,237824,Wood,07:00:00,2180,Friday,9,3,2021,2021-09-03 07:00:00,505.0,7
8,481192,Wood,08:00:01,4566,Friday,9,3,2021,2021-09-03 08:00:01,2386.0,8
9,895624,Wood,09:00:00,9951,Friday,9,3,2021,2021-09-03 09:00:00,5385.0,9
10,1463939,Wood,10:00:00,15763,Friday,9,3,2021,2021-09-03 10:00:00,5812.0,10
11,2113912,Wood,11:00:00,21006,Friday,9,3,2021,2021-09-03 11:00:00,5243.0,11
12,2872681,Wood,12:00:00,27693,Friday,9,3,2021,2021-09-03 12:00:00,6687.0,12
13,3789052,Wood,13:00:01,36321,Friday,9,3,2021,2021-09-03 13:00:01,8628.0,13
14,4570234,Wood,14:00:00,41133,Friday,9,3,2021,2021-09-03 14:00:00,4812.0,14
15,5152598,Wood,15:00:01,44681,Friday,9,3,2021,2021-09-03 15:00:01,3548.0,15
16,5525151,Wood,16:00:00,46148,Friday,9,3,2021,2021-09-03 16:00:00,1467.0,16
17,5870474,Wood,17:00:00,47605,Friday,9,3,2021,2021-09-03 17:00:00,1457.0,17
18,6281182,Wood,18:00:00,50245,Friday,9,3,2021,2021-09-03 18:00:00,2640.0,18
19,6752055,Wood,19:00:00,54241,Friday,9,3,2021,2021-09-03 19:00:00,3996.0,19
20,7022489,Wood,20:00:01,55865,Friday,9,3,2021,2021-09-03 20:00:01,1624.0,20
21,7203259,Wood,21:00:01,57022,Friday,9,3,2021,2021-09-03 21:00:01,1157.0,21
22,7366762,Wood,22:00:01,58324,Friday,9,3,2021,2021-09-03 22:00:01,1302.0,22
23,7602737,Wood,23:00:00,60548,Friday,9,3,2021,2021-09-03 23:00:00,2224.0,23
0,17,SVDH,00:00:00,1,Friday,9,3,2021,2021-09-03 00:00:00,0.0,0
1,44323,SVDH,01:00:06,324,Friday,9,3,2021,2021-09-03 01:00:06,323.0,1
2,74557,SVDH,02:00:10,527,Friday,9,3,2021,2021-09-03 02:00:10,203.0,2
3,98507,SVDH,03:00:11,699,Friday,9,3,2021,2021-09-03 03:00:11,172.0,3
4,114244,SVDH,04:01:52,724,Friday,9,3,2021,2021-09-03 04:01:52,25.0,4
5,128998,SVDH,05:07:59,732,Friday,9,3,2021,2021-09-03 05:07:59,8.0,5
6,162601,SVDH,06:00:21,810,Friday,9,3,2021,2021-09-03 06:00:21,78.0,6
7,238089,SVDH,07:00:09,980,Friday,9,3,2021,2021-09-03 07:00:09,170.0,7
8,481307,SVDH,08:00:02,2912,Friday,9,3,2021,2021-09-03 08:00:02,1932.0,8
9,895564,SVDH,09:00:00,6350,Friday,9,3,2021,2021-09-03 09:00:00,3438.0,9
10,1464069,SVDH,10:00:00,11831,Friday,9,3,2021,2021-09-03 10:00:00,5481.0,10
11,2113784,SVDH,11:00:00,19483,Friday,9,3,2021,2021-09-03 11:00:00,7652.0,11
12,2872852,SVDH,12:00:01,26213,Friday,9,3,2021,2021-09-03 12:00:01,6730.0,12
13,3788904,SVDH,13:00:00,37004,Friday,9,3,2021,2021-09-03 13:00:00,10791.0,13
14,4570128,SVDH,14:00:00,46292,Friday,9,3,2021,2021-09-03 14:00:00,9288.0,14
15,5152521,SVDH,15:00:00,51924,Friday,9,3,2021,2021-09-03 15:00:00,5632.0,15
16,5525181,SVDH,16:00:00,54174,Friday,9,3,2021,2021-09-03 16:00:00,2250.0,16
17,5870491,SVDH,17:00:00,56553,Friday,9,3,2021,2021-09-03 17:00:00,2379.0,17
18,6281300,SVDH,18:00:01,62359,Friday,9,3,2021,2021-09-03 18:00:01,5806.0,18
19,6752034,SVDH,19:00:00,67772,Friday,9,3,2021,2021-09-03 19:00:00,5413.0,19
20,7022445,SVDH,20:00:00,71317,Friday,9,3,2021,2021-09-03 20:00:00,3545.0,20
21,7203182,SVDH,21:00:00,72752,Friday,9,3,2021,2021-09-03 21:00:00,1435.0,21
22,7366685,SVDH,22:00:00,73598,Friday,9,3,2021,2021-09-03 22:00:00,846.0,22
23,7602946,SVDH,23:00:01,74400,Friday,9,3,2021,2021-09-03 23:00:01,802.0,23
0,717,Pros,00:00:43,0,Friday,9,3,2021,2021-09-03 00:00:43,0.0,0
1,45407,Pros,01:01:52,14,Friday,9,3,2021,2021-09-03 01:01:52,14.0,1
2,74497,Pros,02:00:04,60,Friday,9,3,2021,2021-09-03 02:00:04,46.0,2
3,98414,Pros,03:00:01,147,Friday,9,3,2021,2021-09-03 03:00:01,87.0,3
4,113872,Pros,04:00:28,250,Friday,9,3,2021,2021-09-03 04:00:28,103.0,4
5,127262,Pros,05:00:52,358,Friday,9,3,2021,2021-09-03 05:00:52,108.0,5
6,162227,Pros,06:00:02,447,Friday,9,3,2021,2021-09-03 06:00:02,89.0,6
7,243319,Pros,07:02:45,592,Friday,9,3,2021,2021-09-03 07:02:45,145.0,7
8,481155,Pros,08:00:00,1048,Friday,9,3,2021,2021-09-03 08:00:00,456.0,8
9,895547,Pros,09:00:00,2827,Friday,9,3,2021,2021-09-03 09:00:00,1779.0,9
10,1463942,Pros,10:00:00,6565,Friday,9,3,2021,2021-09-03 10:00:00,3738.0,10
11,2113697,Pros,11:00:00,10910,Friday,9,3,2021,2021-09-03 11:00:00,4345.0,11
12,2872537,Pros,12:00:00,17265,Friday,9,3,2021,2021-09-03 12:00:00,6355.0,12
13,3788741,Pros,13:00:00,27035,Friday,9,3,2021,2021-09-03 13:00:00,9770.0,13
14,4570133,Pros,14:00:00,33586,Friday,9,3,2021,2021-09-03 14:00:00,6551.0,14
15,5152478,Pros,15:00:00,37290,Friday,9,3,2021,2021-09-03 15:00:00,3704.0,15
