,index,building,time,device_count,day_name,month,day,year,timestamp,traffic_diff,index_hour
22,9928545,Stu,22:00:00,215899,Tuesday,9,21,2021,2021-09-21 22:00:00,5590.0,22
23,10077798,Stu,23:00:01,219008,Tuesday,9,21,2021,2021-09-21 23:00:01,3109.0,23
0,0,Atki,00:00:00,0,Tuesday,9,21,2021,2021-09-21 00:00:00,0.0,0
1,38383,Atki,01:00:00,166,Tuesday,9,21,2021,2021-09-21 01:00:00,166.0,1
2,143491,Atki,02:00:00,284,Tuesday,9,21,2021,2021-09-21 02:00:00,118.0,2
3,190621,Atki,03:00:00,363,Tuesday,9,21,2021,2021-09-21 03:00:00,79.0,3
4,234262,Atki,04:00:00,374,Tuesday,9,21,2021,2021-09-21 04:00:00,11.0,4
5,234253,Atki,05:00:00,374,Tuesday,9,21,2021,2021-09-21 05:00:00,0.0,5
6,287749,Atki,06:00:00,413,Tuesday,9,21,2021,2021-09-21 06:00:00,39.0,6
7,385559,Atki,07:00:00,613,Tuesday,9,21,2021,2021-09-21 07:00:00,200.0,7
8,574215,Atki,08:00:00,1190,Tuesday,9,21,2021,2021-09-21 08:00:00,577.0,8
9,1040942,Atki,09:00:00,4291,Tuesday,9,21,2021,2021-09-21 09:00:00,3101.0,9
10,1789225,Atki,10:00:00,11432,Tuesday,9,21,2021,2021-09-21 10:00:00,7141.0,10
11,2313189,Atki,11:00:00,15319,Tuesday,9,21,2021,2021-09-21 11:00:00,3887.0,11
12,3301901,Atki,12:00:00,25859,Tuesday,9,21,2021,2021-09-21 12:00:00,10540.0,12
13,4328661,Atki,13:00:00,36957,Tuesday,9,21,2021,2021-09-21 13:00:00,11098.0,13
14,5029723,Atki,14:00:00,41804,Tuesday,9,21,2021,2021-09-21 14:00:00,4847.0,14
15,6046817,Atki,15:00:00,52310,Tuesday,9,21,2021,2021-09-21 15:00:00,10506.0,15
16,6902131,Atki,16:00:00,61477,Tuesday,9,21,2021,2021-09-21 16:00:00,9167.0,16
17,7461162,Atki,17:00:00,65454,Tuesday,9,21,2021,2021-09-21 17:00:00,3977.0,17
18,8215520,Atki,18:00:00,70637,Tuesday,9,21,2021,2021-09-21 18:00:00,5183.0,18
19,8816560,Atki,19:00:00,73900,Tuesday,9,21,2021,2021-09-21 19:00:00,3263.0,19
20,9306213,Atki,20:00:00,75657,Tuesday,9,21,2021,2021-09-21 20:00:00,1757.0,20
21,9688403,Atki,21:00:00,77016,Tuesday,9,21,2021,2021-09-21 21:00:00,1359.0,21
22,9928520,Atki,22:00:00,77859,Tuesday,9,21,2021,2021-09-21 22:00:00,843.0,22
23,10077723,Atki,23:00:00,78463,Tuesday,9,21,2021,2021-09-21 23:00:00,604.0,23
0,63,Wood,00:00:05,1,Tuesday,9,21,2021,2021-09-21 00:00:05,0.0,0
1,38441,Wood,01:00:02,466,Tuesday,9,21,2021,2021-09-21 01:00:02,465.0,1
2,95398,Wood,02:00:02,869,Tuesday,9,21,2021,2021-09-21 02:00:02,403.0,2
3,143574,Wood,03:00:07,1242,Tuesday,9,21,2021,2021-09-21 03:00:07,373.0,3
4,190628,Wood,04:00:01,1658,Tuesday,9,21,2021,2021-09-21 04:00:01,416.0,4
5,234350,Wood,05:00:07,2059,Tuesday,9,21,2021,2021-09-21 05:00:07,401.0,5
6,287885,Wood,06:00:06,2531,Tuesday,9,21,2021,2021-09-21 06:00:06,472.0,6
7,385585,Wood,07:00:00,3312,Tuesday,9,21,2021,2021-09-21 07:00:00,781.0,7
8,574249,Wood,08:00:01,4590,Tuesday,9,21,2021,2021-09-21 08:00:01,1278.0,8
9,1041013,Wood,09:00:01,9900,Tuesday,9,21,2021,2021-09-21 09:00:01,5310.0,9
10,1789057,Wood,10:00:00,20704,Tuesday,9,21,2021,2021-09-21 10:00:00,10804.0,10
11,2313231,Wood,11:00:00,27070,Tuesday,9,21,2021,2021-09-21 11:00:00,6366.0,11
12,3302009,Wood,12:00:01,41805,Tuesday,9,21,2021,2021-09-21 12:00:01,14735.0,12
13,4328740,Wood,13:00:00,56571,Tuesday,9,21,2021,2021-09-21 13:00:00,14766.0,13
14,5029698,Wood,14:00:00,65503,Tuesday,9,21,2021,2021-09-21 14:00:00,8932.0,14
15,6046832,Wood,15:00:00,79847,Tuesday,9,21,2021,2021-09-21 15:00:00,14344.0,15
16,6901969,Wood,16:00:00,91873,Tuesday,9,21,2021,2021-09-21 16:00:00,12026.0,16
17,7461338,Wood,17:00:00,98749,Tuesday,9,21,2021,2021-09-21 17:00:00,6876.0,17
18,8215507,Wood,18:00:00,105051,Tuesday,9,21,2021,2021-09-21 18:00:00,6302.0,18
19,8816668,Wood,19:00:01,109175,Tuesday,9,21,2021,2021-09-21 19:00:01,4124.0,19
20,9306385,Wood,20:00:02,111634,Tuesday,9,21,2021,2021-09-21 20:00:02,2459.0,20
21,9688424,Wood,21:00:00,114305,Tuesday,9,21,2021,2021-09-21 21:00:00,2671.0,21
22,9928786,Wood,22:00:04,115605,Tuesday,9,21,2021,2021-09-21 22:00:04,1300.0,22
23,10077960,Wood,23:00:04,116083,Tuesday,9,21,2021,2021-09-21 23:00:04,478.0,23
0,242,SVDH,00:00:24,1,Tuesday,9,21,2021,2021-09-21 00:00:24,0.0,0
1,38384,SVDH,01:00:00,288,Tuesday,9,21,2021,2021-09-21 01:00:00,287.0,1
2,95358,SVDH,02:00:01,579,Tuesday,9,21,2021,2021-09-21 02:00:01,291.0,2
3,144005,SVDH,03:00:44,670,Tuesday,9,21,2021,2021-09-21 03:00:44,91.0,3
4,190638,SVDH,04:00:02,734,Tuesday,9,21,2021,2021-09-21 04:00:02,64.0,4
5,234551,SVDH,05:00:21,739,Tuesday,9,21,2021,2021-09-21 05:00:21,5.0,5
6,287927,SVDH,06:00:09,828,Tuesday,9,21,2021,2021-09-21 06:00:09,89.0,6
7,385556,SVDH,07:00:00,1244,Tuesday,9,21,2021,2021-09-21 07:00:00,416.0,7
8,574228,SVDH,08:00:00,3414,Tuesday,9,21,2021,2021-09-21 08:00:00,2170.0,8
9,1040913,SVDH,09:00:00,6843,Tuesday,9,21,2021,2021-09-21 09:00:00,3429.0,9
10,1789193,SVDH,10:00:00,13059,Tuesday,9,21,2021,2021-09-21 10:00:00,6216.0,10
11,2313220,SVDH,11:00:00,18703,Tuesday,9,21,2021,2021-09-21 11:00:00,5644.0,11
12,3301890,SVDH,12:00:00,27216,Tuesday,9,21,2021,2021-09-21 12:00:00,8513.0,12
13,4328721,SVDH,13:00:00,37824,Tuesday,9,21,2021,2021-09-21 13:00:00,10608.0,13
14,5029674,SVDH,14:00:00,47169,Tuesday,9,21,2021,2021-09-21 14:00:00,9345.0,14
15,6047187,SVDH,15:00:02,53433,Tuesday,9,21,2021,2021-09-21 15:00:02,6264.0,15
16,6902307,SVDH,16:00:01,56695,Tuesday,9,21,2021,2021-09-21 16:00:01,3262.0,16
17,7461225,SVDH,17:00:00,59609,Tuesday,9,21,2021,2021-09-21 17:00:00,2914.0,17
18,8215559,SVDH,18:00:00,72719,Tuesday,9,21,2021,2021-09-21 18:00:00,13110.0,18
19,8816498,SVDH,19:00:00,88465,Tuesday,9,21,2021,2021-09-21 19:00:00,15746.0,19
20,9306117,SVDH,20:00:00,104729,Tuesday,9,21,2021,2021-09-21 20:00:00,16264.0,20
21,9688896,SVDH,21:00:06,109234,Tuesday,9,21,2021,2021-09-21 21:00:06,4505.0,21
22,9928615,SVDH,22:00:01,110298,Tuesday,9,21,2021,2021-09-21 22:00:01,1064.0,22
23,10077840,SVDH,23:00:02,110877,Tuesday,9,21,2021,2021-09-21 23:00:02,579.0,23
0,50,Pros,00:00:04,1,Tuesday,9,21,2021,2021-09-21 00:00:04,0.0,0
1,39052,Pros,01:00:35,131,Tuesday,9,21,2021,2021-09-21 01:00:35,130.0,1
2,95418,Pros,02:00:04,251,Tuesday,9,21,2021,2021-09-21 02:00:04,120.0,2
3,143503,Pros,03:00:00,363,Tuesday,9,21,2021,2021-09-21 03:00:00,112.0,3
4,190864,Pros,04:00:21,416,Tuesday,9,21,2021,2021-09-21 04:00:21,53.0,4
5,234713,Pros,05:00:37,431,Tuesday,9,21,2021,2021-09-21 05:00:37,15.0,5
6,299245,Pros,06:07:55,464,Tuesday,9,21,2021,2021-09-21 06:07:55,33.0,6
7,386104,Pros,07:00:15,602,Tuesday,9,21,2021,2021-09-21 07:00:15,138.0,7
8,574598,Pros,08:00:04,895,Tuesday,9,21,2021,2021-09-21 08:00:04,293.0,8
9,1041600,Pros,09:00:05,2661,Tuesday,9,21,2021,2021-09-21 09:00:05,1766.0,9
10,1789134,Pros,10:00:00,7443,Tuesday,9,21,2021,2021-09-21 10:00:00,4782.0,10
11,2313216,Pros,11:00:00,10974,Tuesday,9,21,2021,2021-09-21 11:00:00,3531.0,11
12,3301926,Pros,12:00:00,22001,Tuesday,9,21,2021,2021-09-21 12:00:00,11027.0,12
13,4328684,Pros,13:00:00,33869,Tuesday,9,21,2021,2021-09-21 13:00:00,11868.0,13
14,5029647,Pros,14:00:00,41343,Tuesday,9,21,2021,2021-09-21 14:00:00,7474.0,14
15,6046953,Pros,15:00:00,51942,Tuesday,9,21,2021,2021-09-21 15:00:00,10599.0,15
16,6902306,Pros,16:00:01,59499,Tuesday,9,21,2021,2021-09-21 16:00:01,7557.0,16
17,7461152,Pros,17:00:00,63130,Tuesday,9,21,2021,2021-09-21 17:00:00,3631.0,17
18,8215734,Pros,18:00:01,66339,Tuesday,9,21,2021,2021-09-21 18:00:01,3209.0,18
19,8816518,Pros,19:00:00,67744,Tuesday,9,21,2021,2021-09-21 19:00:00,1405.0,19
20,9307790,Pros,20:00:17,68087,Tuesday,9,21,2021,2021-09-21 20:00:17,343.0,20
21,9688397,Pros,21:00:00,68226,Tuesday,9,21,2021,2021-09-21 21:00:00,139.0,21
22,9929722,Pros,22:00:22,68264,Tuesday,9,21,2021,2021-09-21 22:00:22,38.0,22
23,10077724,Pros,23:00:00,68343,Tuesday,9,21,2021,2021-09-21 23:00:00,79.0,23
