,index,building,time,device_count,day_name,month,day,year,timestamp,traffic_diff,index_hour
0,210,UREC,00:00:17,1,Sunday,9,12,2021,2021-09-12 00:00:17,0.0,0
1,42493,UREC,01:00:05,185,Sunday,9,12,2021,2021-09-12 01:00:05,184.0,1
2,103667,UREC,02:00:00,498,Sunday,9,12,2021,2021-09-12 02:00:00,313.0,2
3,156387,UREC,03:00:23,596,Sunday,9,12,2021,2021-09-12 03:00:23,98.0,3
4,201089,UREC,04:02:30,638,Sunday,9,12,2021,2021-09-12 04:02:30,42.0,4
5,242602,UREC,05:02:45,785,Sunday,9,12,2021,2021-09-12 05:02:45,147.0,5
6,280882,UREC,06:01:20,802,Sunday,9,12,2021,2021-09-12 06:01:20,17.0,6
7,321656,UREC,07:02:40,833,Sunday,9,12,2021,2021-09-12 07:02:40,31.0,7
8,350900,UREC,08:00:39,891,Sunday,9,12,2021,2021-09-12 08:00:39,58.0,8
9,412476,UREC,09:00:14,1022,Sunday,9,12,2021,2021-09-12 09:00:14,131.0,9
10,459314,UREC,10:00:27,1166,Sunday,9,12,2021,2021-09-12 10:00:27,144.0,10
11,541044,UREC,11:00:04,1946,Sunday,9,12,2021,2021-09-12 11:00:04,780.0,11
12,673540,UREC,12:00:00,4796,Sunday,9,12,2021,2021-09-12 12:00:00,2850.0,12
13,816896,UREC,13:00:00,9170,Sunday,9,12,2021,2021-09-12 13:00:00,4374.0,13
14,965324,UREC,14:00:01,13543,Sunday,9,12,2021,2021-09-12 14:00:01,4373.0,14
15,1109229,UREC,15:00:01,17706,Sunday,9,12,2021,2021-09-12 15:00:01,4163.0,15
16,1238009,UREC,16:00:01,21518,Sunday,9,12,2021,2021-09-12 16:00:01,3812.0,16
17,1378667,UREC,17:00:00,26315,Sunday,9,12,2021,2021-09-12 17:00:00,4797.0,17
18,1552049,UREC,18:00:00,31658,Sunday,9,12,2021,2021-09-12 18:00:00,5343.0,18
19,1777650,UREC,19:00:00,36947,Sunday,9,12,2021,2021-09-12 19:00:00,5289.0,19
20,2006730,UREC,20:00:00,41773,Sunday,9,12,2021,2021-09-12 20:00:00,4826.0,20
21,2163104,UREC,21:00:00,47395,Sunday,9,12,2021,2021-09-12 21:00:00,5622.0,21
22,2265660,UREC,22:00:00,51826,Sunday,9,12,2021,2021-09-12 22:00:00,4431.0,22
23,2346292,UREC,23:00:02,53985,Sunday,9,12,2021,2021-09-12 23:00:02,2159.0,23
0,43,Stu,00:00:04,1,Sunday,9,12,2021,2021-09-12 00:00:04,0.0,0
1,42326,Stu,01:00:00,1489,Sunday,9,12,2021,2021-09-12 01:00:00,1488.0,1
2,103793,Stu,02:00:08,2385,Sunday,9,12,2021,2021-09-12 02:00:08,896.0,2
3,156060,Stu,03:00:00,2906,Sunday,9,12,2021,2021-09-12 03:00:00,521.0,3
4,199670,Stu,04:00:19,3155,Sunday,9,12,2021,2021-09-12 04:00:19,249.0,4
5,241180,Stu,05:00:25,3220,Sunday,9,12,2021,2021-09-12 05:00:25,65.0,5
6,280145,Stu,06:00:12,3267,Sunday,9,12,2021,2021-09-12 06:00:12,47.0,6
7,320206,Stu,07:00:08,3418,Sunday,9,12,2021,2021-09-12 07:00:08,151.0,7
8,350543,Stu,08:00:06,3547,Sunday,9,12,2021,2021-09-12 08:00:06,129.0,8
9,412354,Stu,09:00:03,3853,Sunday,9,12,2021,2021-09-12 09:00:03,306.0,9
10,458900,Stu,10:00:01,4485,Sunday,9,12,2021,2021-09-12 10:00:01,632.0,10
11,540959,Stu,11:00:01,6053,Sunday,9,12,2021,2021-09-12 11:00:01,1568.0,11
12,673545,Stu,12:00:00,8513,Sunday,9,12,2021,2021-09-12 12:00:00,2460.0,12
13,816902,Stu,13:00:00,11574,Sunday,9,12,2021,2021-09-12 13:00:00,3061.0,13
14,965255,Stu,14:00:00,14881,Sunday,9,12,2021,2021-09-12 14:00:00,3307.0,14
15,1109205,Stu,15:00:00,18262,Sunday,9,12,2021,2021-09-12 15:00:00,3381.0,15
16,1237973,Stu,16:00:00,21727,Sunday,9,12,2021,2021-09-12 16:00:00,3465.0,16
