building,time,day_name,traffic_diff_1,traffic_diff_2,traffic_diff_avg,time_index
UREC,0:00:00,Tuesday,0,0,0,0
UREC,1:00:00,Tuesday,120,249,184.5,1
UREC,2:00:00,Tuesday,89,292,190.5,2
UREC,3:00:00,Tuesday,50,87,68.5,3
UREC,4:00:00,Tuesday,76,71,73.5,4
UREC,5:00:00,Tuesday,96,52,74,5
UREC,6:00:00,Tuesday,359,369,364,6
UREC,7:00:00,Tuesday,2263,2674,2468.5,7
UREC,8:00:00,Tuesday,4764,4548,4656,8
UREC,9:00:00,Tuesday,7004,6741,6872.5,9
UREC,10:00:00,Tuesday,9148,8089,8618.5,10
UREC,11:00:00,Tuesday,7389,6098,6743.5,11
UREC,12:00:00,Tuesday,12040,9730,10885,12
UREC,13:00:00,Tuesday,12012,11257,11634.5,13
UREC,14:00:00,Tuesday,9430,9346,9388,14
UREC,15:00:00,Tuesday,12516,12923,12719.5,15
UREC,16:00:00,Tuesday,12714,12627,12670.5,16
UREC,17:00:00,Tuesday,12724,12611,12667.5,17
UREC,18:00:00,Tuesday,14764,16013,15388.5,18
UREC,19:00:00,Tuesday,12003,14700,13351.5,19
UREC,20:00:00,Tuesday,13562,12241,12901.5,20
UREC,21:00:00,Tuesday,13182,14217,13699.5,21
UREC,22:00:00,Tuesday,9335,11032,10183.5,22
UREC,23:00:00,Tuesday,5245,5737,5491,23
Stu,0:00:00,Tuesday,0,0,0,0
Stu,1:00:00,Tuesday,375,881,628,1
Stu,2:00:00,Tuesday,99,545,322,2
Stu,3:00:00,Tuesday,166,336,251,3
Stu,4:00:00,Tuesday,76,190,133,4
Stu,5:00:00,Tuesday,41,130,85.5,5
Stu,6:00:00,Tuesday,250,496,373,6
Stu,7:00:00,Tuesday,786,1072,929,7
Stu,8:00:00,Tuesday,3776,3323,3549.5,8
Stu,9:00:00,Tuesday,11121,10342,10731.5,9
Stu,10:00:00,Tuesday,18558,16173,17365.5,10
Stu,11:00:00,Tuesday,11653,10354,11003.5,11
Stu,12:00:00,Tuesday,24834,21673,23253.5,12
Stu,13:00:00,Tuesday,26493,23292,24892.5,13
Stu,14:00:00,Tuesday,17450,14963,16206.5,14
Stu,15:00:00,Tuesday,26154,22926,24540,15
Stu,16:00:00,Tuesday,20701,19761,20231,16
Stu,17:00:00,Tuesday,14761,13588,14174.5,17
Stu,18:00:00,Tuesday,20780,17123,18951.5,18
Stu,19:00:00,Tuesday,12956,12713,12834.5,19
Stu,20:00:00,Tuesday,12214,10248,11231,20
Stu,21:00:00,Tuesday,8561,10179,9370,21
Stu,22:00:00,Tuesday,4849,5590,5219.5,22
Stu,23:00:00,Tuesday,3361,3109,3235,23
Atki,0:00:00,Tuesday,0,0,0,0
Atki,1:00:00,Tuesday,73,166,119.5,1
Atki,2:00:00,Tuesday,19,118,68.5,2
Atki,3:00:00,Tuesday,40,79,59.5,3
Atki,4:00:00,Tuesday,4,11,7.5,4
Atki,5:00:00,Tuesday,5,0,2.5,5
Atki,6:00:00,Tuesday,54,39,46.5,6
Atki,7:00:00,Tuesday,149,200,174.5,7
Atki,8:00:00,Tuesday,793,577,685,8
Atki,9:00:00,Tuesday,3135,3101,3118,9
Atki,10:00:00,Tuesday,8806,7141,7973.5,10
Atki,11:00:00,Tuesday,4202,3887,4044.5,11
Atki,12:00:00,Tuesday,12239,10540,11389.5,12
Atki,13:00:00,Tuesday,12806,11098,11952,13
Atki,14:00:00,Tuesday,6397,4847,5622,14
Atki,15:00:00,Tuesday,11895,10506,11200.5,15
Atki,16:00:00,Tuesday,10005,9167,9586,16
Atki,17:00:00,Tuesday,4084,3977,4030.5,17
Atki,18:00:00,Tuesday,7529,5183,6356,18
Atki,19:00:00,Tuesday,3565,3263,3414,19
Atki,20:00:00,Tuesday,2187,1757,1972,20
Atki,21:00:00,Tuesday,1324,1359,1341.5,21
Atki,22:00:00,Tuesday,821,843,832,22
Atki,23:00:00,Tuesday,418,604,511,23
Wood,0:00:00,Tuesday,0,0,0,0
Wood,1:00:00,Tuesday,339,465,402,1
Wood,2:00:00,Tuesday,240,403,321.5,2
Wood,3:00:00,Tuesday,240,373,306.5,3
Wood,4:00:00,Tuesday,257,416,336.5,4
Wood,5:00:00,Tuesday,290,401,345.5,5
Wood,6:00:00,Tuesday,271,472,371.5,6
Wood,7:00:00,Tuesday,487,781,634,7
Wood,8:00:00,Tuesday,1615,1278,1446.5,8
Wood,9:00:00,Tuesday,5785,5310,5547.5,9
Wood,10:00:00,Tuesday,12260,10804,11532,10
Wood,11:00:00,Tuesday,7228,6366,6797,11
Wood,12:00:00,Tuesday,15209,14735,14972,12
Wood,13:00:00,Tuesday,15544,14766,15155,13
Wood,14:00:00,Tuesday,8256,8932,8594,14
Wood,15:00:00,Tuesday,17393,14344,15868.5,15
Wood,16:00:00,Tuesday,14429,12026,13227.5,16
Wood,17:00:00,Tuesday,7475,6876,7175.5,17
Wood,18:00:00,Tuesday,7725,6302,7013.5,18
Wood,19:00:00,Tuesday,4512,4124,4318,19
Wood,20:00:00,Tuesday,3554,2459,3006.5,20
Wood,21:00:00,Tuesday,3181,2671,2926,21
Wood,22:00:00,Tuesday,1574,1300,1437,22
Wood,23:00:00,Tuesday,913,478,695.5,23
SVDH,0:00:00,Tuesday,0,0,0,0
SVDH,1:00:00,Tuesday,189,287,238,1
SVDH,2:00:00,Tuesday,190,291,240.5,2
SVDH,3:00:00,Tuesday,22,91,56.5,3
SVDH,4:00:00,Tuesday,4,64,34,4
SVDH,5:00:00,Tuesday,10,5,7.5,5
SVDH,6:00:00,Tuesday,48,89,68.5,6
SVDH,7:00:00,Tuesday,450,416,433,7
SVDH,8:00:00,Tuesday,2213,2170,2191.5,8
SVDH,9:00:00,Tuesday,3186,3429,3307.5,9
SVDH,10:00:00,Tuesday,6491,6216,6353.5,10
SVDH,11:00:00,Tuesday,4585,5644,5114.5,11
SVDH,12:00:00,Tuesday,8439,8513,8476,12
SVDH,13:00:00,Tuesday,10985,10608,10796.5,13
SVDH,14:00:00,Tuesday,10392,9345,9868.5,14
SVDH,15:00:00,Tuesday,7564,6264,6914,15
SVDH,16:00:00,Tuesday,2974,3262,3118,16
SVDH,17:00:00,Tuesday,2526,2914,2720,17
SVDH,18:00:00,Tuesday,10594,13110,11852,18
SVDH,19:00:00,Tuesday,15240,15746,15493,19
SVDH,20:00:00,Tuesday,17290,16264,16777,20
SVDH,21:00:00,Tuesday,5293,4505,4899,21
SVDH,22:00:00,Tuesday,1307,1064,1185.5,22
SVDH,23:00:00,Tuesday,578,579,578.5,23
Pros,0:00:00,Tuesday,0,0,0,0
Pros,1:00:00,Tuesday,35,130,82.5,1
Pros,2:00:00,Tuesday,60,120,90,2
Pros,3:00:00,Tuesday,22,112,67,3
Pros,4:00:00,Tuesday,47,53,50,4
Pros,5:00:00,Tuesday,57,15,36,5
Pros,6:00:00,Tuesday,32,33,32.5,6
Pros,7:00:00,Tuesday,131,138,134.5,7
Pros,8:00:00,Tuesday,454,293,373.5,8
Pros,9:00:00,Tuesday,1678,1766,1722,9
Pros,10:00:00,Tuesday,4884,4782,4833,10
Pros,11:00:00,Tuesday,3526,3531,3528.5,11
Pros,12:00:00,Tuesday,11745,11027,11386,12
Pros,13:00:00,Tuesday,12006,11868,11937,13
Pros,14:00:00,Tuesday,7747,7474,7610.5,14
Pros,15:00:00,Tuesday,11682,10599,11140.5,15
Pros,16:00:00,Tuesday,10329,7557,8943,16
Pros,17:00:00,Tuesday,4763,3631,4197,17
Pros,18:00:00,Tuesday,4841,3209,4025,18
Pros,19:00:00,Tuesday,2062,1405,1733.5,19
Pros,20:00:00,Tuesday,499,343,421,20
Pros,21:00:00,Tuesday,279,139,209,21
Pros,22:00:00,Tuesday,99,38,68.5,22
Pros,23:00:00,Tuesday,44,79,61.5,23
UREC,0:00:00,Wednesday,0,0,0,0
UREC,1:00:00,Wednesday,183,114,148.5,1
UREC,2:00:00,Wednesday,170,113,141.5,2
UREC,3:00:00,Wednesday,83,51,67,3
UREC,4:00:00,Wednesday,71,58,64.5,4
UREC,5:00:00,Wednesday,110,52,81,5
UREC,6:00:00,Wednesday,857,514,685.5,6
UREC,7:00:00,Wednesday,3209,1989,2599,7
UREC,8:00:00,Wednesday,4758,5331,5044.5,8
UREC,9:00:00,Wednesday,6255,6651,6453,9
UREC,10:00:00,Wednesday,7428,7813,7620.5,10
UREC,11:00:00,Wednesday,8928,9350,9139,11
UREC,12:00:00,Wednesday,11221,12638,11929.5,12
UREC,13:00:00,Wednesday,12905,12590,12747.5,13
UREC,14:00:00,Wednesday,12651,12555,12603,14
UREC,15:00:00,Wednesday,12831,11793,12312,15
UREC,16:00:00,Wednesday,12343,11985,12164,16
UREC,17:00:00,Wednesday,11262,11014,11138,17
UREC,18:00:00,Wednesday,13632,14493,14062.5,18
UREC,19:00:00,Wednesday,12008,12625,12316.5,19
UREC,20:00:00,Wednesday,13564,11170,12367,20
UREC,21:00:00,Wednesday,13249,12768,13008.5,21
UREC,22:00:00,Wednesday,10348,9348,9848,22
UREC,23:00:00,Wednesday,5411,4863,5137,23
Stu,0:00:00,Wednesday,0,0,0,0
Stu,1:00:00,Wednesday,1493,884,1188.5,1
Stu,2:00:00,Wednesday,587,395,491,2
Stu,3:00:00,Wednesday,477,368,422.5,3
Stu,4:00:00,Wednesday,214,54,134,4
Stu,5:00:00,Wednesday,298,287,292.5,5
Stu,6:00:00,Wednesday,1047,630,838.5,6
Stu,7:00:00,Wednesday,1538,1123,1330.5,7
Stu,8:00:00,Wednesday,4881,4839,4860,8
Stu,9:00:00,Wednesday,9243,8958,9100.5,9
Stu,10:00:00,Wednesday,12910,11733,12321.5,10
Stu,11:00:00,Wednesday,15872,14035,14953.5,11
Stu,12:00:00,Wednesday,19920,17138,18529,12
Stu,13:00:00,Wednesday,25532,21611,23571.5,13
Stu,14:00:00,Wednesday,23960,21636,22798,14
Stu,15:00:00,Wednesday,22979,20287,21633,15
Stu,16:00:00,Wednesday,20451,19154,19802.5,16
Stu,17:00:00,Wednesday,12844,11176,12010,17
Stu,18:00:00,Wednesday,19255,15964,17609.5,18
Stu,19:00:00,Wednesday,13158,10561,11859.5,19
Stu,20:00:00,Wednesday,11581,7977,9779,20
Stu,21:00:00,Wednesday,8433,7751,8092,21
Stu,22:00:00,Wednesday,4816,3754,4285,22
Stu,23:00:00,Wednesday,3629,2551,3090,23
Atki,0:00:00,Wednesday,0,0,0,0
Atki,1:00:00,Wednesday,122,132,127,1
Atki,2:00:00,Wednesday,71,27,49,2
Atki,3:00:00,Wednesday,28,24,26,3
Atki,4:00:00,Wednesday,13,15,14,4
Atki,5:00:00,Wednesday,5,22,13.5,5
Atki,6:00:00,Wednesday,85,157,121,6
Atki,7:00:00,Wednesday,90,0,45,7
Atki,8:00:00,Wednesday,863,1106,984.5,8
Atki,9:00:00,Wednesday,2891,3068,2979.5,9
Atki,10:00:00,Wednesday,5016,4988,5002,10
Atki,11:00:00,Wednesday,6187,5776,5981.5,11
Atki,12:00:00,Wednesday,8753,18444,13598.5,12
Atki,13:00:00,Wednesday,11393,1,5697,13
Atki,14:00:00,Wednesday,9242,8579,8910.5,14
Atki,15:00:00,Wednesday,9192,8680,8936,15
Atki,16:00:00,Wednesday,8805,8706,8755.5,16
Atki,17:00:00,Wednesday,3695,3643,3669,17
Atki,18:00:00,Wednesday,5835,4751,5293,18
Atki,19:00:00,Wednesday,3006,1777,2391.5,19
Atki,20:00:00,Wednesday,2032,2412,2222,20
Atki,21:00:00,Wednesday,1469,458,963.5,21
Atki,22:00:00,Wednesday,1405,0,702.5,22
Atki,23:00:00,Wednesday,0,278,139,23
Wood,0:00:00,Wednesday,0,0,0,0
Wood,1:00:00,Wednesday,403,166,284.5,1
Wood,2:00:00,Wednesday,348,181,264.5,2
Wood,3:00:00,Wednesday,313,108,210.5,3
Wood,4:00:00,Wednesday,357,315,336,4
Wood,5:00:00,Wednesday,327,105,216,5
Wood,6:00:00,Wednesday,487,239,363,6
Wood,7:00:00,Wednesday,744,468,606,7
Wood,8:00:00,Wednesday,2329,1905,2117,8
Wood,9:00:00,Wednesday,6022,4778,5400,9
Wood,10:00:00,Wednesday,7936,7197,7566.5,10
Wood,11:00:00,Wednesday,8195,6920,7557.5,11
Wood,12:00:00,Wednesday,13474,12223,12848.5,12
Wood,13:00:00,Wednesday,16137,13088,14612.5,13
Wood,14:00:00,Wednesday,13440,12127,12783.5,14
Wood,15:00:00,Wednesday,14150,11809,12979.5,15
Wood,16:00:00,Wednesday,11068,8552,9810,16
Wood,17:00:00,Wednesday,5703,3592,4647.5,17
Wood,18:00:00,Wednesday,6419,4830,5624.5,18
Wood,19:00:00,Wednesday,5099,3808,4453.5,19
Wood,20:00:00,Wednesday,2980,1477,2228.5,20
Wood,21:00:00,Wednesday,1934,2222,2078,21
Wood,22:00:00,Wednesday,1665,816,1240.5,22
Wood,23:00:00,Wednesday,705,510,607.5,23
SVDH,0:00:00,Wednesday,0,0,0,0
SVDH,1:00:00,Wednesday,235,216,225.5,1
SVDH,2:00:00,Wednesday,180,137,158.5,2
SVDH,3:00:00,Wednesday,167,59,113,3
SVDH,4:00:00,Wednesday,19,32,25.5,4
SVDH,5:00:00,Wednesday,3,0,1.5,5
SVDH,6:00:00,Wednesday,109,148,128.5,6
SVDH,7:00:00,Wednesday,351,246,298.5,7
SVDH,8:00:00,Wednesday,2113,2180,2146.5,8
SVDH,9:00:00,Wednesday,3437,3798,3617.5,9
SVDH,10:00:00,Wednesday,5699,5344,5521.5,10
SVDH,11:00:00,Wednesday,6987,6234,6610.5,11
SVDH,12:00:00,Wednesday,7157,7448,7302.5,12
SVDH,13:00:00,Wednesday,12566,11760,12163,13
SVDH,14:00:00,Wednesday,11235,9668,10451.5,14
SVDH,15:00:00,Wednesday,6942,6400,6671,15
SVDH,16:00:00,Wednesday,3434,3434,3434,16
SVDH,17:00:00,Wednesday,2386,2623,2504.5,17
SVDH,18:00:00,Wednesday,13048,9614,11331,18
SVDH,19:00:00,Wednesday,16196,12263,14229.5,19
SVDH,20:00:00,Wednesday,18376,13388,15882,20
SVDH,21:00:00,Wednesday,3829,4110,3969.5,21
SVDH,22:00:00,Wednesday,779,877,828,22
SVDH,23:00:00,Wednesday,982,720,851,23
Pros,0:00:00,Wednesday,0,0,0,0
Pros,1:00:00,Wednesday,8,151,79.5,1
Pros,2:00:00,Wednesday,85,140,112.5,2
Pros,3:00:00,Wednesday,156,103,129.5,3
Pros,4:00:00,Wednesday,91,13,52,4
Pros,5:00:00,Wednesday,72,12,42,5
Pros,6:00:00,Wednesday,56,40,48,6
Pros,7:00:00,Wednesday,71,79,75,7
Pros,8:00:00,Wednesday,549,426,487.5,8
Pros,9:00:00,Wednesday,2503,2145,2324,9
Pros,10:00:00,Wednesday,4736,3906,4321,10
Pros,11:00:00,Wednesday,5234,5365,5299.5,11
Pros,12:00:00,Wednesday,8809,8043,8426,12
Pros,13:00:00,Wednesday,12751,11284,12017.5,13
Pros,14:00:00,Wednesday,10970,8636,9803,14
Pros,15:00:00,Wednesday,8447,6698,7572.5,15
Pros,16:00:00,Wednesday,8405,7520,7962.5,16
Pros,17:00:00,Wednesday,4503,3766,4134.5,17
Pros,18:00:00,Wednesday,3705,3141,3423,18
Pros,19:00:00,Wednesday,1529,1236,1382.5,19
Pros,20:00:00,Wednesday,331,370,350.5,20
Pros,21:00:00,Wednesday,169,178,173.5,21
Pros,22:00:00,Wednesday,99,28,63.5,22
Pros,23:00:00,Wednesday,25,27,26,23
UREC,0:00:00,Sunday,0,0,0,0
UREC,1:00:00,Sunday,184,288,236,1
UREC,2:00:00,Sunday,313,204,258.5,2
UREC,3:00:00,Sunday,98,90,94,3
UREC,4:00:00,Sunday,42,67,54.5,4
UREC,5:00:00,Sunday,147,41,94,5
UREC,6:00:00,Sunday,17,84,50.5,6
UREC,7:00:00,Sunday,31,344,187.5,7
UREC,8:00:00,Sunday,58,53,55.5,8
UREC,9:00:00,Sunday,131,256,193.5,9
UREC,10:00:00,Sunday,144,135,139.5,10
UREC,11:00:00,Sunday,780,613,696.5,11
UREC,12:00:00,Sunday,2850,2564,2707,12
UREC,13:00:00,Sunday,4374,3374,3874,13
UREC,14:00:00,Sunday,4373,3623,3998,14
UREC,15:00:00,Sunday,4163,3998,4080.5,15
UREC,16:00:00,Sunday,3812,3536,3674,16
UREC,17:00:00,Sunday,4797,5177,4987,17
UREC,18:00:00,Sunday,5343,5647,5495,18
UREC,19:00:00,Sunday,5289,5975,5632,19
UREC,20:00:00,Sunday,4826,5630,5228,20
UREC,21:00:00,Sunday,5622,5090,5356,21
UREC,22:00:00,Sunday,4431,5021,4726,22
UREC,23:00:00,Sunday,2159,3247,2703,23
Stu,0:00:00,Sunday,0,0,0,0
Stu,1:00:00,Sunday,1488,1177,1332.5,1
Stu,2:00:00,Sunday,896,904,900,2
Stu,3:00:00,Sunday,521,700,610.5,3
Stu,4:00:00,Sunday,249,246,247.5,4
Stu,5:00:00,Sunday,65,279,172,5
Stu,6:00:00,Sunday,47,147,97,6
Stu,7:00:00,Sunday,151,483,317,7
Stu,8:00:00,Sunday,129,131,130,8
Stu,9:00:00,Sunday,306,573,439.5,9
Stu,10:00:00,Sunday,632,642,637,10
Stu,11:00:00,Sunday,1568,1341,1454.5,11
Stu,12:00:00,Sunday,2460,2183,2321.5,12
Stu,13:00:00,Sunday,3061,2755,2908,13
Stu,14:00:00,Sunday,3307,2832,3069.5,14
Stu,15:00:00,Sunday,3381,2706,3043.5,15
Stu,16:00:00,Sunday,3465,4335,3900,16
Stu,17:00:00,Sunday,3970,4648,4309,17
Stu,18:00:00,Sunday,4678,4708,4693,18
Stu,19:00:00,Sunday,5265,5706,5485.5,19
Stu,20:00:00,Sunday,5096,5587,5341.5,20
Stu,21:00:00,Sunday,4197,4174,4185.5,21
Stu,22:00:00,Sunday,2916,3149,3032.5,22
Stu,23:00:00,Sunday,2204,1945,2074.5,23
Atki,0:00:00,Sunday,0,0,0,0
Atki,1:00:00,Sunday,384,201,292.5,1
Atki,2:00:00,Sunday,70,0,35,2
Atki,3:00:00,Sunday,46,39,42.5,3
Atki,4:00:00,Sunday,3,28,15.5,4
Atki,5:00:00,Sunday,18,0,9,5
Atki,6:00:00,Sunday,0,29,14.5,6
Atki,7:00:00,Sunday,18,5,11.5,7
Atki,8:00:00,Sunday,0,55,27.5,8
Atki,9:00:00,Sunday,92,112,102,9
Atki,10:00:00,Sunday,0,-1,-0.5,10
Atki,11:00:00,Sunday,267,189,228,11
Atki,12:00:00,Sunday,757,654,705.5,12
Atki,13:00:00,Sunday,855,439,647,13
Atki,14:00:00,Sunday,0,1067,533.5,14
Atki,15:00:00,Sunday,1430,1496,1463,15
Atki,16:00:00,Sunday,704,0,352,16
Atki,17:00:00,Sunday,604,644,624,17
Atki,18:00:00,Sunday,782,1013,897.5,18
Atki,19:00:00,Sunday,792,1030,911,19
Atki,20:00:00,Sunday,1710,1296,1503,20
Atki,21:00:00,Sunday,358,0,179,21
Atki,22:00:00,Sunday,513,421,467,22
Atki,23:00:00,Sunday,0,434,217,23
Wood,0:00:00,Sunday,0,0,0,0
Wood,1:00:00,Sunday,378,305,341.5,1
Wood,2:00:00,Sunday,378,176,277,2
Wood,3:00:00,Sunday,374,171,272.5,3
Wood,4:00:00,Sunday,362,110,236,4
Wood,5:00:00,Sunday,360,137,248.5,5
Wood,6:00:00,Sunday,399,163,281,6
Wood,7:00:00,Sunday,450,935,692.5,7
Wood,8:00:00,Sunday,399,135,267,8
Wood,9:00:00,Sunday,996,199,597.5,9
Wood,10:00:00,Sunday,473,200,336.5,10
Wood,11:00:00,Sunday,607,218,412.5,11
Wood,12:00:00,Sunday,779,511,645,12
Wood,13:00:00,Sunday,779,412,595.5,13
Wood,14:00:00,Sunday,747,668,707.5,14
Wood,15:00:00,Sunday,788,593,690.5,15
Wood,16:00:00,Sunday,903,643,773,16
Wood,17:00:00,Sunday,1117,925,1021,17
Wood,18:00:00,Sunday,1132,848,990,18
Wood,19:00:00,Sunday,1689,1433,1561,19
Wood,20:00:00,Sunday,1564,1906,1735,20
Wood,21:00:00,Sunday,823,600,711.5,21
Wood,22:00:00,Sunday,673,466,569.5,22
Wood,23:00:00,Sunday,598,396,497,23
SVDH,0:00:00,Sunday,0,0,0,0
SVDH,1:00:00,Sunday,327,326,326.5,1
SVDH,2:00:00,Sunday,302,204,253,2
SVDH,3:00:00,Sunday,187,187,187,3
SVDH,4:00:00,Sunday,76,174,125,4
SVDH,5:00:00,Sunday,48,70,59,5
SVDH,6:00:00,Sunday,10,88,49,6
SVDH,7:00:00,Sunday,117,282,199.5,7
SVDH,8:00:00,Sunday,310,184,247,8
SVDH,9:00:00,Sunday,437,288,362.5,9
SVDH,10:00:00,Sunday,528,590,559,10
SVDH,11:00:00,Sunday,3263,2270,2766.5,11
SVDH,12:00:00,Sunday,7231,5111,6171,12
SVDH,13:00:00,Sunday,6463,5791,6127,13
SVDH,14:00:00,Sunday,6388,6284,6336,14
SVDH,15:00:00,Sunday,5141,4572,4856.5,15
SVDH,16:00:00,Sunday,3905,3721,3813,16
SVDH,17:00:00,Sunday,3961,2892,3426.5,17
SVDH,18:00:00,Sunday,6999,5357,6178,18
SVDH,19:00:00,Sunday,12686,10927,11806.5,19
SVDH,20:00:00,Sunday,13954,12505,13229.5,20
SVDH,21:00:00,Sunday,4917,4572,4744.5,21
SVDH,22:00:00,Sunday,886,514,700,22
SVDH,23:00:00,Sunday,597,442,519.5,23
Pros,0:00:00,Sunday,0,0,0,0
Pros,1:00:00,Sunday,31,8,19.5,1
Pros,2:00:00,Sunday,26,12,19,2
Pros,3:00:00,Sunday,1,28,14.5,3
Pros,4:00:00,Sunday,10,17,13.5,4
Pros,5:00:00,Sunday,3,4,3.5,5
Pros,6:00:00,Sunday,0,2,1,6
Pros,7:00:00,Sunday,9,164,86.5,7
Pros,8:00:00,Sunday,5,0,2.5,8
Pros,9:00:00,Sunday,367,2,184.5,9
Pros,10:00:00,Sunday,35,36,35.5,10
Pros,11:00:00,Sunday,76,50,63,11
Pros,12:00:00,Sunday,57,67,62,12
Pros,13:00:00,Sunday,171,48,109.5,13
Pros,14:00:00,Sunday,115,54,84.5,14
Pros,15:00:00,Sunday,103,115,109,15
Pros,16:00:00,Sunday,56,82,69,16
Pros,17:00:00,Sunday,84,69,76.5,17
Pros,18:00:00,Sunday,76,127,101.5,18
Pros,19:00:00,Sunday,35,72,53.5,19
Pros,20:00:00,Sunday,129,80,104.5,20
Pros,21:00:00,Sunday,83,63,73,21
Pros,22:00:00,Sunday,55,26,40.5,22
Pros,23:00:00,Sunday,44,36,40,23
UREC,0:00:00,Monday,0,0,0,0
UREC,1:00:00,Monday,188,251,219.5,1
UREC,2:00:00,Monday,133,152,142.5,2
UREC,3:00:00,Monday,103,103,103,3
UREC,4:00:00,Monday,82,67,74.5,4
UREC,5:00:00,Monday,151,107,129,5
UREC,6:00:00,Monday,378,492,435,6
UREC,7:00:00,Monday,2182,2524,2353,7
UREC,8:00:00,Monday,4966,4620,4793,8
UREC,9:00:00,Monday,6779,6257,6518,9
UREC,10:00:00,Monday,8497,7657,8077,10
UREC,11:00:00,Monday,8606,7981,8293.5,11
UREC,12:00:00,Monday,11107,10416,10761.5,12
